	tx_name	chr	strand	peak_start	peak_stop	max_peak_test	feature_start	feature_end	width	feature_type	gene_region_start	gene_region_end	cds_len	tx_width	gene_name	rep_gene	Description	max_peak_2	max_np_gene_2	max_non_peak_ratio_2	shared	max_np_gene_1	max_peak_1	max_non_peak_ratio_1	category_1	max_peak_scaled	max_read_tx_scaled	ratioPTx	MorePeaks	category_2	comparison	img_rank	pydeg_settings_label	pydeg_settings	peak_plot_link	gene_plot_link	indx	plot_link	miRNA_link
10	AT5G27860.1	5	-	9874881	9874883	9874882	9874718	9875067	350	3UTR	9874718	9876500	534	1782	AT5G27860	Yes	hypothetical protein	1229	31	39.6451612903226	Both Reps.	28	833	29.75	1	1181.30099487305	13.4538497924805	87.8039381362271	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	11	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/11_Peak_1-A_AT5G27860_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/11_Gene_1-A_AT5G27860_1_0_95_4_2.jpg	AT5G27860.1_0	Yes	No
11	AT4G26160.1	4	+	13256678	13256681	13256680	13256633	13256879	247	3UTR	13255251	13256879	666	1628	ACHT1	Yes	atypical CYS HIS rich thioredoxin 1	326	130	2.50769230769231	Both Reps.	97	225	2.31958762886598	1	315.707000732422	4.34019994735718	72.7401973553457	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	12	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/12_Peak_1-A_AT4G26160_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/12_Gene_1-A_AT4G26160_1_0_95_4_2.jpg	AT4G26160.1_0	Yes	Yes
12	AT2G33310.2	2	-	14114330	14114331	14114330	14114281	14114568	288	3UTR	14114281	14115969	744	1688	IAA13	Yes	auxin-induced protein 13	921	19	48.4736842105263	Both Reps.	11	690	62.7272727272727	1	923.644012451173	13.4524002075195	68.6601645953768	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	13	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/13_Peak_1-A_AT2G33310_2_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/13_Gene_1-A_AT2G33310_2_0_95_4_2.jpg	AT2G33310.2_0	Yes	No
13	AT5G48335.1	5	+	19587958	19587959	19587958	19587872	19588082	211	5UTR	19587872	19589606	345	1734	AT5G48335	Yes	hypothetical protein	535	19	28.1578947368421	Both Reps.	13	534	41.0769230769231	1	614.288024902344	9.11364984512329	67.4030750952155	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	14	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/14_Peak_1-A_AT5G48335_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/14_Gene_1-A_AT5G48335_1_0_95_4_2.jpg	AT5G48335.1_0	Yes	No
14	AT5G47730.1	5	-	19336701	19336703	19336702	19336619	19337148	530	5UTR	19334250	19337148	1026	2898	AT5G47730	Yes	Sec14p-like phosphatidylinositol transfer family protein	1263	71	17.7887323943662	Both Reps.	23	324	14.0869565217391	1	903.377487182617	13.8885498046875	65.0447670841573	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	15	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/15_Peak_1-A_AT5G47730_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/15_Gene_1-A_AT5G47730_1_0_95_4_2.jpg	AT5G47730.1_0	Yes	No
15	ATMG00480.1	Mt	+	130354	130357	130356	129909	130385	477	CDS	129909	130385	477	476	AT2G07707	Yes	Plant mitochondrial ATPase, F0 complex, subunit 8 protein	369	11	33.5454545454545	Both Reps.	17	453	26.6470588235294	1	473.126998901368	7.37776494026184	64.128771075292	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	16	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/16_Peak_1-A_ATMG00480_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/16_Gene_1-A_ATMG00480_1_0_95_4_2.jpg	ATMG00480.1_0	Yes	No
16	AT4G19400.1	4	-	10581228	10581232	10581231	10581204	10581318	115	CDS	10580827	10581989	447	1162	AT4G19400	Yes	Profilin family protein	862	30	28.7333333333333	Both Reps.	93	749	8.05376344086022	1	924.72250366211	14.7535996437073	62.6777549881886	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	17	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/17_Peak_1-A_AT4G19400_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/17_Gene_1-A_AT4G19400_1_0_95_4_2.jpg	AT4G19400.1_0	Yes	Yes
17	AT4G16120.1	4	-	9119305	9119306	9119305	9119139	9119379	241	5UTR	9116209	9119379	1986	3170	COBL7	Yes	COBRA-like protein-7 precursor	247	4	61.75	Both Reps.	5	192	38.4	1	251.767005920411	4.33972001075745	58.0145735891537	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	18	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/18_Peak_1-A_AT4G16120_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/18_Gene_1-A_AT4G16120_1_0_95_4_2.jpg	AT4G16120.1_0	Yes	No
18	AT1G49730.1	1	-	18402526	18402528	18402527	18402506	18402617	112	3UTR	18402506	18405681	2082	3175	AT1G49730	Yes	Protein kinase superfamily protein	445	38	11.7105263157895	Both Reps.	25	513	20.52	1	551.132995605469	9.54688024520873	57.7291200318622	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	19	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/19_Peak_1-A_AT1G49730_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/19_Gene_1-A_AT1G49730_1_0_95_4_2.jpg	AT1G49730.1_0	Yes	Yes
19	AT1G32460.1	1	+	11739108	11739111	11739110	11738859	11739137	279	CDS	11738118	11739326	279	1208	AT1G32460	Yes	hypothetical protein	312	12	26.0	Both Reps.	9	136	15.1111111111111	1	255.832496643067	4.77393484115601	53.5894403998855	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	20	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/20_Peak_1-A_AT1G32460_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/20_Gene_1-A_AT1G32460_1_0_95_4_2.jpg	AT1G32460.1_0	Yes	No
20	AT2G07669.1	2	+	3283037	3283038	3283037	3282787	3283223	437	5UTR	3282787	3283553	330	766	AT2G07669	Yes	hypothetical protein	23	5	4.6	Both Reps.	2	19	9.5	1	24.0986003875733	0.5	48.1972007751465	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	21	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/21_Peak_1-A_AT2G07669_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/21_Gene_1-A_AT2G07669_1_0_95_4_2.jpg	AT2G07669.1_0	Yes	No
21	AT4G02070.1	4	+	906823	906824	906823	906079	907024	946	CDS	905865	913290	3975	7425	MSH6	Yes	MUTS homolog 6	199	14	14.2142857142857	Both Reps.	21	218	10.3809523809524	1	239.801498413086	5.20766496658325	46.0477968440469	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	22	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/22_Peak_1-A_AT4G02070_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/22_Gene_1-A_AT4G02070_1_0_95_4_2.jpg	AT4G02070.1_0	Yes	No
22	AT4G01510.5	4	+	643955	643957	643956	643909	643984	76	CDS	642733	644397	783	1664	ARV2	Yes	Arv1-like protein	130	40	3.25	Both Reps.	21	145	6.90476190476191	1	158.165000915528	3.47177505493164	45.5573873344285	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	23	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/23_Peak_1-A_AT4G01510_5_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/23_Gene_1-A_AT4G01510_5_0_95_4_2.jpg	AT4G01510.5_0	Yes	No
23	AT3G03170.1	3	+	731871	731872	731871	731862	732065	204	5UTR	731862	732914	471	1052	AT3G03170	Yes	hypothetical protein	127	6	21.1666666666667	Both Reps.	2	106	53.0	1	133.700500488281	3.03707993030548	44.0227137765297	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	24	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/24_Peak_1-A_AT3G03170_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/24_Gene_1-A_AT3G03170_1_0_95_4_2.jpg	AT3G03170.1_0	Yes	No
24	AT1G33700.1	1	-	12208629	12208630	12208629	12208308	12208852	545	3UTR	12208308	12214182	2844	5874	AT1G33700	Yes	Beta-glucosidase, GBA2 type family protein	279	24	11.625	Both Reps.	7	96	13.7142857142857	1	213.818996429444	5.20814490318299	41.0547326167455	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	25	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/25_Peak_1-A_AT1G33700_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/25_Gene_1-A_AT1G33700_1_0_95_4_2.jpg	AT1G33700.1_0	Yes	No
25	AT2G39480.1	2	-	16485002	16485003	16485002	16484828	16485039	212	5UTR	16477792	16485039	4224	7247	ABCB6	Yes	P-glycoprotein 6	475	92	5.16304347826087	Both Reps.	39	122	3.12820512820513	1	339.836502075196	9.11316537857056	37.29072039824	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	26	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/26_Peak_1-A_AT2G39480_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/26_Gene_1-A_AT2G39480_1_0_95_4_2.jpg	AT2G39480.1_0	Yes	No
26	AT1G27420.1	1	+	9520639	9520641	9520640	9520521	9520716	196	3UTR	9519067	9520716	1041	1649	AT1G27420	Yes	Galactose oxidase/kelch repeat superfamily protein	412	20	20.6	Both Reps.	23	359	15.6086956521739	1	442.568008422851	12.1507000923157	36.4232517517851	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	27	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/27_Peak_1-A_AT1G27420_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/27_Gene_1-A_AT1G27420_1_0_95_4_2.jpg	AT1G27420.1_0	Yes	No
27	AT5G67600.1	5	-	26959617	26959618	26959617	26959533	26959753	221	3UTR	26959533	26960399	249	866	WIH1	Yes	cysteine-rich TM module stress tolerance protein	243	18	13.5	Both Reps.	18	116	6.44444444444444	1	205.136993408203	5.64235997200013	36.3565944792929	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	28	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/28_Peak_1-A_AT5G67600_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/28_Gene_1-A_AT5G67600_1_0_95_4_2.jpg	AT5G67600.1_0	Yes	No
28	AT1G80880.1	1	-	30395113	30395116	30395115	30395081	30395193	113	3UTR	30394651	30397007	1623	2356	AT1G80880	Yes	Tetratricopeptide repeat (TPR)-like superfamily protein	140	56	2.5	Both Reps.	47	188	4.0	1	188.922500610352	5.20814490318299	36.2744324749664	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	29	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/29_Peak_1-A_AT1G80880_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/29_Gene_1-A_AT1G80880_1_0_95_4_2.jpg	AT1G80880.1_0	Yes	Yes
29	AT2G02100.1	2	+	528347	528351	528350	528179	528396	218	5UTR	528179	529186	234	1007	LCR69	Yes	low-molecular-weight cysteine-rich 69	1090	268	4.06716417910448	Both Reps.	291	891	3.06185567010309	1	1136.55505371094	31.6772994995118	35.8791649436044	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	30	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/30_Peak_1-A_AT2G02100_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/30_Gene_1-A_AT2G02100_1_0_95_4_2.jpg	AT2G02100.1_0	Yes	Yes
30	AT4G15410.1	4	+	8816655	8816657	8816656	8816597	8816815	219	3UTR	8814736	8816815	1266	2079	PUX5	Yes	serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime gamma	254	15	16.9333333333333	Both Reps.	76	150	1.97368421052632	1	231.206497192383	6.94355010986329	33.2980238543904	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	31	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/31_Peak_1-A_AT4G15410_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/31_Gene_1-A_AT4G15410_1_0_95_4_2.jpg	AT4G15410.1_0	Yes	No
31	AT3G50620.1	3	-	18785050	18785051	18785050	18784993	18785160	168	CDS	18784660	18786952	1023	2292	AT3G50620	Yes	P-loop containing nucleoside triphosphate hydrolases superfamily protein	153	35	4.37142857142857	Both Reps.	20	95	4.75	1	141.982002258301	4.34019994735718	32.713239938348	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	32	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/32_Peak_1-A_AT3G50620_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/32_Gene_1-A_AT3G50620_1_0_95_4_2.jpg	AT3G50620.1_0	Yes	No
32	AT2G43400.1	2	+	18024812	18024816	18024815	18024778	18024844	67	CDS	18021109	18025292	1902	4183	ETFQO	Yes	electron-transfer flavoprotein:ubiquinone oxidoreductase	289	11	26.2727272727273	Both Reps.	14	323	23.0714285714286	1	351.994506835938	11.7164998054505	30.0426332676754	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	33	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/33_Peak_1-A_AT2G43400_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/33_Gene_1-A_AT2G43400_1_0_95_4_2.jpg	AT2G43400.1_0	Yes	Yes
33	AT1G60490.1	1	-	22285639	22285642	22285641	22285572	22285791	220	3UTR	22285572	22290389	2445	4817	VPS34	Yes	vacuolar protein sorting 34	306	15	20.4	Both Reps.	13	317	24.3846153846154	1	358.105499267578	12.1536245346069	29.4649137998206	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	34	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/34_Peak_1-A_AT1G60490_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/34_Gene_1-A_AT1G60490_1_0_95_4_2.jpg	AT1G60490.1_0	Yes	No
34	AT2G15050.1	2	+	6518840	6518844	6518843	6518749	6518887	139	5UTR	6518749	6521549	372	2800	LTP	Yes	lipid transfer protein	588	116	5.06896551724138	Both Reps.	165	699	4.23636363636364	1	740.584503173828	25.1698503494263	29.4234766155735	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	35	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/35_Peak_1-A_AT2G15050_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/35_Gene_1-A_AT2G15050_1_0_95_4_2.jpg	AT2G15050.1_0	Yes	No
35	AT2G39950.1	2	-	16680397	16680400	16680399	16680205	16680503	299	5UTR	16676542	16680503	1911	3961	AT2G39950	Yes	flocculation protein	214	168	1.27380952380952	Both Reps.	48	77	1.60416666666667	1	165.969696044922	5.64139485359192	29.4199750863472	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	36	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/36_Peak_1-A_AT2G39950_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/36_Gene_1-A_AT2G39950_1_0_95_4_2.jpg	AT2G39950.1_0	Yes	No
36	AT2G28330.1	2	-	12100044	12100045	12100044	12099742	12100158	417	3UTR	12099742	12100757	465	1015	AT2G28330	Yes	hypothetical protein	95	4	23.75	Both Reps.	5	61	12.2	1	89.3340988159181	3.03707993030548	29.4144707633469	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	37	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/37_Peak_1-A_AT2G28330_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/37_Gene_1-A_AT2G28330_1_0_95_4_2.jpg	AT2G28330.1_0	Yes	Yes
37	AT5G42140.1	5	-	16837456	16837458	16837457	16837340	16837546	207	3UTR	16837340	16842391	3237	5051	AT5G42140	Yes	Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein	214	5	42.8	Both Reps.	5	102	20.4	1	180.564498901367	6.50933504104614	27.7393155772095	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	38	MF: 2 - conf: 0.95	0	assets/Dplots/Peak_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/38_Peak_1-A_AT5G42140_1_0_95_4_2.jpg	assets/Dplots/Gene_SRR3945024-SRR103220401_and_SRR3945025-SRR103220402/38_Gene_1-A_AT5G42140_1_0_95_4_2.jpg	AT5G42140.1_0	Yes	No
