	tx_name	chr	strand	peak_start	peak_stop	max_peak_test	feature_start	feature_end	width	feature_type	gene_region_start	gene_region_end	cds_len	tx_width	gene_name	rep_gene	Description	max_peak_2	max_np_gene_2	max_non_peak_ratio_2	shared	max_np_gene_1	max_peak_1	max_non_peak_ratio_1	category_1	max_peak_scaled	max_read_tx_scaled	ratioPTx	MorePeaks	category_2	comparison	img_rank	pydeg_settings_label	pydeg_settings	peak_plot_link	gene_plot_link	indx	plot_link	miRNA_link
18	AT5G60120.3	5	+	24211192	24211193	24211192	24210762	24211743	982	3UTR	24207689	24211743	1227	4054	TOE2	No	target of early activation tagged (EAT) 2	1145	9	127.222222222222	Both Reps.	15	462	30.8	1	602.262496948243	6.82128500938416	88.29164829203	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	19	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/19_Peak_1-A_AT5G60120_3_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/19_Gene_1-A_AT5G60120_3_0_95_4_2.jpg?raw=true	AT5G60120.3_0	Yes	No
19	AT1G62560.1	1	+	23162651	23162655	23162654	23162552	23162881	330	3UTR	23159734	23162881	1389	3147	FMO GS-OX3	Yes	flavin-monooxygenase glucosinolate S-oxygenase 3	921	454	2.02863436123348	Both Reps.	192	345	1.796875	1	474.158004760742	5.83236980438232	81.2976578413237	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	20	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/20_Peak_1-A_AT1G62560_1_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/20_Gene_1-A_AT1G62560_1_0_95_4_2.jpg?raw=true	AT1G62560.1_0	Yes	No
20	AT5G67640.1	5	-	26970612	26970614	26970613	26970549	26970668	120	5UTR	26969516	26970668	606	1152	AT5G67640	Yes	hypothetical protein	1705	326	5.23006134969325	Both Reps.	140	841	6.00714285714286	1	955.937011718749	12.0328998565674	79.4436106934781	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	21	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/21_Peak_1-A_AT5G67640_1_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/21_Gene_1-A_AT5G67640_1_0_95_4_2.jpg?raw=true	AT5G67640.1_0	Yes	No
21	AT2G07779.1	2	-	3254988	3254990	3254989	3254777	3255052	276	CDS	3254364	3255815	276	1451	AT2G07779	Yes	hypothetical protein	83	32	2.59375	Both Reps.	122	452	3.70491803278689	1	205.319444656372	2.60580003261566	78.7932466369171	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	22	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/22_Peak_1-A_AT2G07779_1_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/22_Gene_1-A_AT2G07779_1_0_95_4_2.jpg?raw=true	AT2G07779.1_0	Yes	No
22	AT1G67590.1	1	-	25333077	25333079	25333078	25333058	25333136	79	3UTR	25333058	25335025	1044	1967	AT1G67590	Yes	Remorin family protein	3287	52	63.2115384615385	Both Reps.	18	1753	97.3888888888889	1	1893.77502441407	25.7981996536255	73.4072551511528	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	23	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/23_Peak_1-A_AT1G67590_1_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/23_Gene_1-A_AT1G67590_1_0_95_4_2.jpg?raw=true	AT1G67590.1_0	Yes	No
23	AT2G29790.1	2	-	12722466	12722468	12722467	12722433	12722527	95	5UTR	12720614	12722527	381	1913	AT2G29790	Yes	maternally expressed family protein	3212	24	133.833333333333	Both Reps.	23	1782	77.4782608695652	1	1877.21496582032	28.526650428772	65.8056567316769	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	24	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/24_Peak_1-A_AT2G29790_1_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/24_Gene_1-A_AT2G29790_1_0_95_4_2.jpg?raw=true	AT2G29790.1_0	Yes	No
24	AT2G46590.2	2	+	19133056	19133060	19133059	19133005	19133165	161	5UTR	19133005	19135383	1110	2378	DAG2	Yes	Dof-type zinc finger DNA-binding family protein	1618	35	46.2285714285714	Both Reps.	10	1474	147.4	1	1168.25	18.7314500808716	62.3683695045589	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	25	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/25_Peak_1-A_AT2G46590_2_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/25_Gene_1-A_AT2G46590_2_0_95_4_2.jpg?raw=true	AT2G46590.2_0	Yes	No
25	AT3G44310.1	3	+	15986811	15986814	15986813	15986624	15986900	277	5UTR	15986624	15989505	1041	2881	NIT1	Yes	nitrilase 1	3982	42	94.8095238095238	Both Reps.	19	1502	79.0526315789474	1	2054.0599975586	33.4856510162354	61.3414980811541	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	26	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/26_Peak_1-A_AT3G44310_1_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/26_Gene_1-A_AT3G44310_1_0_95_4_2.jpg?raw=true	AT3G44310.1_0	Yes	No
26	AT2G30990.4	2	-	13190111	13190114	13190113	13189762	13190458	697	5UTR	13187407	13190458	1782	3051	AT2G30990	No	arginine N-methyltransferase, putative (DUF688)	931	7	133.0	Both Reps.	11	490	44.5454545454545	1	533.869995117188	9.05175471305846	58.9797240469854	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	27	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/27_Peak_1-A_AT2G30990_4_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/27_Gene_1-A_AT2G30990_4_0_95_4_2.jpg?raw=true	AT2G30990.4_0	Yes	Yes
27	AT2G41231.1	2	+	17195527	17195531	17195530	17195312	17195531	220	CDS	17195292	17195915	315	623	AT2G41231	Yes	transmembrane protein	547	209	2.61722488038277	Both Reps.	99	250	2.52525252525253	1	299.032005310059	5.21160006523132	57.3781567210081	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	28	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/28_Peak_1-A_AT2G41231_1_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/28_Gene_1-A_AT2G41231_1_0_95_4_2.jpg?raw=true	AT2G41231.1_0	Yes	No
28	AT5G16200.1	5	-	5290231	5290233	5290232	5290151	5290506	356	5UTR	5289401	5290506	492	1105	AT5G16200	Yes	50S ribosomal protein-like protein	770	8	96.25	Both Reps.	4	320	80.0	1	408.610992431641	7.56476998329163	54.0149923043454	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	29	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/29_Peak_1-A_AT5G16200_1_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/29_Gene_1-A_AT5G16200_1_0_95_4_2.jpg?raw=true	AT5G16200.1_0	Yes	Yes
29	AT2G37210.1	2	-	15626970	15626974	15626973	15626835	15627032	198	5UTR	15623928	15627032	648	3104	LOG3	No	lysine decarboxylase family protein	1624	31	52.3870967741936	Both Reps.	16	854	53.375	1	930.978485107422	19.474949836731	47.8038964368237	No	A	SRR10759112-SRR10759114_and_SRR10759113-SRR10759115	30	MF: 2 - conf: 0.95	0	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Peak_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/30_Peak_1-A_AT2G37210_1_0_95_4_2.jpg?raw=true	https://github.com/ssl-bio/Plotly_Dash-demo/blob/main/assets/Dplots/Oliver-2022/Gene_SRR10759112-SRR10759114_and_SRR10759113-SRR10759115/30_Gene_1-A_AT2G37210_1_0_95_4_2.jpg?raw=true	AT2G37210.1_0	Yes	No
